image_path,actual_class,predicted_class,original_confidence,gradcam_masked_confidence,gradcam_confidence_drop,random_block_mean_confidence_drop,gradcam_advantage
Brown_rust681.jpg,Brown_rust,Brown_rust,0.9447057247161865,0.5865271091461182,0.35817861557006836,-0.00897672176361084,0.3671553373336792
Brown_rust674.jpg,Brown_rust,Brown_rust,0.9907122254371643,0.966915488243103,0.02379673719406128,0.009856748580932616,0.013939988613128663
Brown_rust114.jpg,Brown_rust,Brown_rust,0.9274300932884216,0.45878320932388306,0.4686468839645386,0.6098696358501912,-0.1412227518856526
Brown_rust955.jpg,Brown_rust,Brown_rust,0.9996943473815918,0.982677161693573,0.0170171856880188,0.0024313807487487795,0.01458580493927002
Brown_rust823.jpg,Brown_rust,Brown_rust,0.9950762391090393,0.526736319065094,0.4683399200439453,0.280089271068573,0.1882506489753723
Brown_rust711.jpg,Brown_rust,Brown_rust,0.9805184602737427,0.9601054191589355,0.02041304111480713,0.008481359481811524,0.011931681632995605
Brown_rust1039.jpg,Brown_rust,Brown_rust,0.9999364614486694,0.8638315796852112,0.13610488176345825,0.0007859587669372559,0.13531892299652098
Brown_rust1005.jpg,Brown_rust,Brown_rust,0.9993202686309814,0.9051591753959656,0.09416109323501587,0.10177798271179199,-0.00761688947677612
Brown_rust594.jpg,Brown_rust,Brown_rust,0.9317054152488708,0.6182900071144104,0.31341540813446045,0.2896652102470398,0.023750197887420665
Brown_rust978.jpg,Brown_rust,Brown_rust,0.9911584258079529,0.964171826839447,0.02698659896850586,0.1259661316871643,-0.09897953271865845
Brown_rust372.jpg,Brown_rust,Brown_rust,0.9890889525413513,0.976189136505127,0.012899816036224365,0.004779839515686035,0.00811997652053833
Brown_rust934.jpg,Brown_rust,Brown_rust,0.9999914169311523,0.9687706232070923,0.03122079372406006,0.00013633966445922852,0.03108445405960083
Brown_rust414.jpg,Brown_rust,Brown_rust,0.9991325736045837,0.7847314476966858,0.21440112590789795,0.01108407974243164,0.2033170461654663
Brown_rust804.jpg,Brown_rust,Brown_rust,0.9999808073043823,0.984931230545044,0.015049576759338379,0.034668350219726564,-0.019618773460388185
Brown_rust101.jpg,Brown_rust,Brown_rust,0.9999990463256836,0.9983572363853455,0.0016418099403381348,1.0371208190917969e-05,0.0016314387321472168
Brown_rust688.jpg,Brown_rust,Brown_rust,0.9997649788856506,0.36944881081581116,0.6303161680698395,0.014934468269348144,0.6153816998004913
Brown_rust751.jpg,Brown_rust,Brown_rust,0.997671902179718,0.8014691472053528,0.19620275497436523,0.03466023206710815,0.16154252290725707
Brown_rust375.jpg,Brown_rust,Brown_rust,0.9998927116394043,0.9996596574783325,0.00023305416107177734,0.0013311266899108886,-0.0010980725288391112
Brown_rust641.jpg,Brown_rust,Brown_rust,0.9995914101600647,0.3378868103027344,0.6617045998573303,0.0035276174545288085,0.6581769824028015
Brown_rust508.jpg,Brown_rust,Brown_rust,0.9999676942825317,0.9975813627243042,0.002386331558227539,0.0076182842254638675,-0.0052319526672363285
Healthy531.jpg,Healthy,Healthy,0.71140056848526,0.8765383362770081,-0.16513776779174805,-0.1412522315979004,-0.023885536193847645
Healthy612.jpg,Healthy,Healthy,0.9544150829315186,0.9846330881118774,-0.030218005180358887,-0.03560630083084106,0.005388295650482176
Healthy081.jpg,Healthy,Healthy,0.9961362481117249,0.9876768589019775,0.008459389209747314,-0.001836073398590088,0.010295462608337403
Healthy824.jpg,Healthy,Healthy,0.9999721050262451,0.969412088394165,0.030560016632080078,0.0002601027488708496,0.03029991388320923
Healthy263.jpg,Healthy,Healthy,0.9928712248802185,0.9517934918403625,0.04107773303985596,-0.003022646903991699,0.044100379943847655
Healthy697.jpg,Healthy,Healthy,0.9999563694000244,0.9999648332595825,-8.463859558105469e-06,0.0010148048400878905,-0.001023268699645996
Healthy541.jpg,Healthy,Healthy,0.9996117949485779,0.9930332899093628,0.006578505039215088,0.0011635541915893555,0.005414950847625733
Healthy110.jpg,Healthy,Healthy,0.9955089092254639,0.9997701048851013,-0.004261195659637451,0.011790847778320313,-0.016052043437957762
Healthy233.jpg,Healthy,Healthy,0.9337684512138367,0.8985276222229004,0.03524082899093628,-0.04111834764480591,0.07635917663574218
Healthy1162.jpg,Healthy,Healthy,0.998945415019989,0.994309663772583,0.004635751247406006,0.031850004196166994,-0.027214252948760988
